gene1,gene2,class,cancer
ACE2,MYC,0,SKCM
GABPA,MYC,0,SKCM
ISOC2,MYC,0,SKCM
MYC,NOL10,0,SKCM
AIRE,MYC,0,SKCM
ANKS1A,MYC,0,SKCM
MYC,RETSAT,0,SKCM
CATSPER1,MYC,0,SKCM
EEF1A1,MYC,0,SKCM
MYC,SYCN,0,SKCM
MYC,PCOLCE,0,SKCM
MYC,ORMDL3,0,SKCM
FBRSL1,MYC,0,SKCM
CCT8L2,MYC,0,SKCM
MYC,SLC9A3R1,0,SKCM
MYC,SLC9A10,0,SKCM
MYC,PAIP2B,0,SKCM
G2E3,MYC,0,SKCM
MYC,PTPRF,0,SKCM
MYC,OR5H1,0,SKCM
DDX46,MYC,0,SKCM
CLEC1B,MYC,0,SKCM
MYC,TRHDE,0,SKCM
MYC,NUP107,0,SKCM
MYC,SLC3A1,0,SKCM
MYC,PLEKHA8,0,SKCM
MYC,WDR25,0,SKCM
ASB4,MYC,0,SKCM
MYC,TWF2,0,SKCM
MYC,TRAF3IP1,0,SKCM
MYC,ZER1,0,SKCM
MAP3K9,MYC,0,SKCM
BAGE2,MYC,0,SKCM
C22orf29,MYC,0,SKCM
MYC,VGLL3,0,SKCM
MTSS1L,MYC,0,SKCM
CPNE3,MYC,0,SKCM
CD79B,MYC,0,SKCM
MYC,TMPRSS7,0,SKCM
ITGB1,MYC,0,SKCM
ILKAP,MYC,0,SKCM
DIABLO,MYC,0,SKCM
C9orf119,MYC,0,SKCM
MYC,OR13D1,0,SKCM
MYC,TAP1,0,SKCM
MPI,MYC,0,SKCM
MYC,TIGD2,0,SKCM
ANKRD39,MYC,0,SKCM
MYC,SLC4A9,0,SKCM
MYC,MYO15A,0,SKCM
MYC,OR5D16,0,SKCM
MYC,NASP,0,SKCM
MYC,UBE2R2,0,SKCM
GPR56,MYC,0,SKCM
HTR7,MYC,0,SKCM
MYC,OR10A3,0,SKCM
MYC,SLC35F4,0,SKCM
LTBR,MYC,0,SKCM
IKZF1,MYC,0,SKCM
MYC,MYO1F,0,SKCM
MYC,SNX21,0,SKCM
MYC,RHPN2,0,SKCM
CNKSR1,MYC,0,SKCM
AGAP5,MYC,0,SKCM
DOCK5,MYC,0,SKCM
FAH,MYC,0,SKCM
CDC37L1,MYC,0,SKCM
MYC,PGPEP1L,0,SKCM
MYC,PARP1,0,SKCM
MYC,TFR2,0,SKCM
C12orf34,MYC,0,SKCM
MYC,ORC4L,0,SKCM
FLVCR1,MYC,0,SKCM
CTCFL,MYC,0,SKCM
MYC,TLL2,0,SKCM
MYC,STRADB,0,SKCM
C17orf89,MYC,0,SKCM
MALSU1,MYC,0,SKCM
KCTD18,MYC,0,SKCM
KIAA1244,MYC,0,SKCM
C3orf33,MYC,0,SKCM
LRRFIP2,MYC,0,SKCM
COG8,MYC,0,SKCM
ATP5O,MYC,0,SKCM
MYC,NODAL,0,SKCM
MYC,TRAF5,0,SKCM
MYC,TTLL3,0,SKCM
FIGF,MYC,0,SKCM
KIF16B,MYC,0,SKCM
ABL1,MYC,0,SKCM
ALDH4A1,MYC,0,SKCM
INF2,MYC,0,SKCM
MYC,NEU2,0,SKCM
AMPD3,MYC,0,SKCM
MYC,UQCRQ,0,SKCM
MYC,SNX20,0,SKCM
MYC,OR4D11,0,SKCM
MYC,RPL23,0,SKCM
DMXL2,MYC,0,SKCM
C1orf156,MYC,0,SKCM
DDX1,MYC,0,SKCM
MYC,RABEPK,0,SKCM
APOO,MYC,0,SKCM
MAP2K1,PARP1,1,SKCM
HDAC9,MYC,0,SKCM
MYC,PURA,0,SKCM
EIF2C1,MYC,0,SKCM
FAM157A,MYC,0,SKCM
CDCA8,MYC,0,SKCM
GDF15,MYC,0,SKCM
ME1,MYC,0,SKCM
ALOXE3,MYC,0,SKCM
MYC,PRSS3,0,SKCM
MYC,TMEM93,0,SKCM
ALS2CR4,MYC,0,SKCM
MYC,PCDHGB1,0,SKCM
MYC,TSSK3,0,SKCM
MYC,SERINC5,0,SKCM
DNAH10,MYC,0,SKCM
MRPL9,MYC,0,SKCM
MYC,SPANXN1,0,SKCM
MYC,NDUFB7,0,SKCM
FAM188B,MYC,0,SKCM
LRRC15,MYC,0,SKCM
MYC,PLCD4,0,SKCM
BYSL,MYC,0,SKCM
MYC,STK40,0,SKCM
HNRNPM,MYC,0,SKCM
MYC,SULT1A2,1,SKCM
JRKL,MYC,0,SKCM
LONRF3,MYC,0,SKCM
GTF2E1,MYC,0,SKCM
MYC,TSPAN4,0,SKCM
FKBP3,MYC,0,SKCM
BVES,MYC,0,SKCM
MYC,PRRX1,0,SKCM
MCTP2,MYC,0,SKCM
HCRT,MYC,0,SKCM
GDF2,MYC,0,SKCM
FBXO48,MYC,0,SKCM
MYC,SOX15,0,SKCM
DNLZ,MYC,0,SKCM
MYC,SDC2,0,SKCM
MYC,UMODL1,0,SKCM
KIAA1279,MYC,0,SKCM
MYC,ZNF398,0,SKCM
MYC,RBM22,0,SKCM
MYC,TBC1D12,0,SKCM
C10orf118,MYC,0,SKCM
MYC,TCP11,0,SKCM
FAM120AOS,MYC,0,SKCM
KCNE4,MYC,0,SKCM
MYC,ZNF581,0,SKCM
MLST8,MYC,0,SKCM
IL18,MYC,0,SKCM
DYRK2,MYC,0,SKCM
DBI,MYC,0,SKCM
ADAM33,MYC,0,SKCM
MYC,TSPAN6,0,SKCM
ABHD1,MYC,0,SKCM
GLRA3,MYC,0,SKCM
MYC,NAT15,0,SKCM
MYC,RTP3,0,SKCM
ARHGDIB,MYC,0,SKCM
MYC,NRP1,0,SKCM
MYC,SLC22A2,0,SKCM
MYC,RPL13A,0,SKCM
MYC,UNKL,0,SKCM
MYC,VPS37A,0,SKCM
ANAPC5,MYC,0,SKCM
LIM2,MYC,0,SKCM
COMMD1,MYC,0,SKCM
MYC,RNF167,0,SKCM
ATXN1,MYC,0,SKCM
BUD13,MYC,0,SKCM
EDN1,MYC,0,SKCM
CD1C,MYC,0,SKCM
FAM183A,MYC,0,SKCM
GALR2,MYC,0,SKCM
ENO3,MYC,0,SKCM
MYC,OR4F17,0,SKCM
FAF2,MYC,0,SKCM
CASP5,MYC,0,SKCM
ANGPTL2,MYC,0,SKCM
MYC,UGT2B4,0,SKCM
C4orf32,MYC,0,SKCM
MYC,NLRC5,0,SKCM
MYC,PTGFRN,0,SKCM
MYC,PSMB10,0,SKCM
MYC,TMPRSS11A,0,SKCM
DEFB131,MYC,0,SKCM
MYC,ZNF93,0,SKCM
GAP43,MYC,0,SKCM
GUCY2C,MYC,0,SKCM
MYC,UGT1A1,0,SKCM
MYC,SNAI2,0,SKCM
MYC,PDCD11,0,SKCM
CSNK1A1,MYC,0,SKCM
CALR3,MYC,0,SKCM
DFNB31,MYC,0,SKCM
ARHGEF1,MYC,0,SKCM
ABHD14B,MYC,0,SKCM
CASC2,MYC,0,SKCM
MYC,NR2C2,0,SKCM
FAM86C2P,MYC,0,SKCM
MYC,SLC36A3,0,SKCM
CSRP2,MYC,0,SKCM
MYC,REG4,0,SKCM
GHRHR,MYC,0,SKCM
MYC,TECPR1,0,SKCM
MYC,RB1,0,SKCM
MYC,PDE3A,0,SKCM
MYC,ZNF570,0,SKCM
GMFG,MYC,0,SKCM
MYC,PTH2R,0,SKCM
MAP3K3,MYC,0,SKCM
COQ9,MYC,0,SKCM
MYC,ZC4H2,0,SKCM
MYC,PLEKHA5,0,SKCM
MYC,TRPV3,0,SKCM
MYC,RFPL1,0,SKCM
AMOTL2,MYC,0,SKCM
MYC,PTAFR,0,SKCM
CCDC59,MYC,0,SKCM
CLDN1,MYC,0,SKCM
MYC,TAB3,0,SKCM
EEF2,MAPK3,0,SKCM
MYC,XIST,0,SKCM
C12orf77,MYC,0,SKCM
GAA,MYC,0,SKCM
KIAA0020,MYC,0,SKCM
MYC,TLE4,0,SKCM
MYC,PROSC,0,SKCM
GIMAP5,MYC,0,SKCM
MYC,SEC22B,0,SKCM
FBN2,MYC,0,SKCM
MYC,PRKCE,0,SKCM
MYC,RNMT,0,SKCM
MEIG1,MYC,0,SKCM
MYC,SLC26A8,0,SKCM
HEBP2,MYC,0,SKCM
FMO4,MYC,0,SKCM
MYC,URAHP,0,SKCM
MYC,PGLYRP1,0,SKCM
MYC,OSBPL5,0,SKCM
MYC,SCYL1,1,SKCM
MYC,SLC35D2,0,SKCM
LHFPL5,MYC,0,SKCM
MYC,SCARNA23,0,SKCM
MYC,PNKP,0,SKCM
MYC,TLE1,0,SKCM
GK2,MYC,0,SKCM
LCN15,MYC,0,SKCM
AIPL1,MYC,0,SKCM
MYC,TLR5,0,SKCM
FSTL4,MYC,0,SKCM
ARHGEF3,MYC,0,SKCM
CMC2,MYC,0,SKCM
B3GALT2,MYC,0,SKCM
MYC,ZCCHC5,0,SKCM
FLG2,MYC,0,SKCM
HOXB3,MYC,0,SKCM
MYC,SLC22A5,0,SKCM
MYC,STX10,0,SKCM
MYC,RAP1GAP2,0,SKCM
MYC,TAF1D,0,SKCM
MYC,TCEB3B,0,SKCM
CALCA,MYC,0,SKCM
C1QL4,MYC,0,SKCM
GRAP,MYC,0,SKCM
AMBRA1,MYC,0,SKCM
FOXD4,MYC,0,SKCM
MYC,ZNF192P1,0,SKCM
MYC,SNTB1,0,SKCM
DTX4,MYC,0,SKCM
MYC,OR2T4,0,SKCM
MYC,SMARCD3,0,SKCM
MYC,RGS18,0,SKCM
CCDC30,MYC,0,SKCM
KLK2,MYC,0,SKCM
FOXB2,MYC,0,SKCM
LPAR6,MYC,0,SKCM
MYC,POLR2J2,0,SKCM
MYC,UHMK1,0,SKCM
BTBD11,MYC,0,SKCM
MYC,ZNF611,0,SKCM
MYC,NOS2,0,SKCM
MUC6,MYC,0,SKCM
MYC,PIK3CA,0,SKCM
MYC,NPFFR1,0,SKCM
MTOR,PARP1,1,SKCM
LAYN,MYC,0,SKCM
GAL3ST2,MYC,0,SKCM
GEN1,MYC,0,SKCM
MYC,SLC16A3,0,SKCM
LYPD6B,MYC,0,SKCM
MYC,TTC5,0,SKCM
HMSD,MYC,0,SKCM
C2orf60,MYC,0,SKCM
MYC,SFI1,0,SKCM
MYC,NELL1,0,SKCM
GOLPH3,MYC,0,SKCM
CLEC4D,MYC,0,SKCM
GATA3,MYC,0,SKCM
MYC,ZNF70,0,SKCM
FANCA,MYC,0,SKCM
C6orf47,MYC,0,SKCM
GTF2IRD1,MYC,0,SKCM
HORMAD1,MYC,0,SKCM
MYC,TMEM61,0,SKCM
MYC,NUBP1,0,SKCM
FAM151B,MYC,0,SKCM
MYC,SMPDL3B,0,SKCM
MYC,PGRMC2,0,SKCM
MYC,ZYX,0,SKCM
BEND3,MYC,0,SKCM
IL19,MYC,0,SKCM
DCTN6,MYC,0,SKCM
MYC,WDR17,0,SKCM
MT1F,MYC,0,SKCM
MYC,WDR52,0,SKCM
DHX40,MYC,0,SKCM
MYC,SUPT3H,0,SKCM
MYC,SCARNA3,0,SKCM
MYC,ZC3H11A,0,SKCM
MYC,NR3C1,0,SKCM
MYC,VN1R1,0,SKCM
FRAS1,MYC,0,SKCM
LSM6,MYC,0,SKCM
MYC,PODXL,0,SKCM
MYC,SLC25A26,1,SKCM
MYC,SOX18,0,SKCM
CYP4F35P,MYC,0,SKCM
ATP5F1,MYC,0,SKCM
MYC,ZBTB37,0,SKCM
MYC,SLC24A3,0,SKCM
MYC,PWP1,0,SKCM
MYC,NHP2L1,0,SKCM
MYC,PAGR1,0,SKCM
CCR5,MYC,0,SKCM
FRMD4B,MYC,0,SKCM
MYC,RUNDC3A,0,SKCM
MYC,RALYL,0,SKCM
ITPK1,MYC,0,SKCM
EIF2B3,MYC,0,SKCM
MYC,NUP85,0,SKCM
MBL1P,MYC,0,SKCM
MYC,OR10K2,0,SKCM
CD247,MYC,0,SKCM
MYC,PHLDA3,0,SKCM
FAM45A,MYC,0,SKCM
ANAPC11,MYC,0,SKCM
C5orf53,MYC,0,SKCM
KLRG1,MYC,0,SKCM
CAPG,MYC,0,SKCM
MYC,PSAP,0,SKCM
MYC,NARF,0,SKCM
KIAA1967,MYC,0,SKCM
MYC,TAF4,0,SKCM
MIF,MYC,0,SKCM
CECR5,MYC,0,SKCM
KLHL5,MYC,0,SKCM
CCDC18,MYC,0,SKCM
KCNJ16,MYC,0,SKCM
MYC,PTHLH,0,SKCM
CCDC14,MYC,0,SKCM
ARMC8,MYC,0,SKCM
MYC,PIGY,0,SKCM
ADAD2,MYC,0,SKCM
MYC,PDK3,0,SKCM
MYC,STRN4,0,SKCM
MXI1,MYC,0,SKCM
MYC,RPS6KA1,0,SKCM
GPRC5A,MYC,0,SKCM
LCT,MYC,0,SKCM
C12orf41,MYC,0,SKCM
DOC2B,MYC,0,SKCM
MYC,SC4MOL,0,SKCM
CACNB2,MYC,0,SKCM
MOB1A,MYC,0,SKCM
MLLT10,MYC,0,SKCM
AGBL3,MYC,0,SKCM
MLN,MYC,0,SKCM
ATP13A2,MYC,0,SKCM
ERGIC1,MYC,0,SKCM
MGAT4C,MYC,0,SKCM
AKAP3,MYC,0,SKCM
MYC,OBFC2B,0,SKCM
KPNA7,MYC,0,SKCM
MYC,TNNT2,0,SKCM
MYC,OR2H1,0,SKCM
GRM7,MYC,0,SKCM
MYC,TRIM49,0,SKCM
MYC,SNORA65,0,SKCM
MYC,PLA2G12B,0,SKCM
IMPA1,MYC,0,SKCM
C5orf35,MYC,0,SKCM
MYC,RAX,0,SKCM
HIST1H3F,MYC,0,SKCM
GPR172B,MYC,0,SKCM
FERMT2,MYC,0,SKCM
MYC,SIRPB1,0,SKCM
MYC,SERPINB4,0,SKCM
MPHOSPH8,MYC,0,SKCM
DBX2,MYC,0,SKCM
DBNDD2,MYC,0,SKCM
DDX41,MYC,0,SKCM
IFNA17,MYC,0,SKCM
MYC,N4BP2L2,0,SKCM
DDX19A,MYC,0,SKCM
CMTM4,MYC,0,SKCM
MYC,STXBP6,0,SKCM
KLHDC7B,MYC,0,SKCM
CABC1,MYC,0,SKCM
CILP,MYC,0,SKCM
MYC,PILRB,0,SKCM
MTRF1L,MYC,0,SKCM
BTG1,MYC,0,SKCM
MYC,TMCO6,0,SKCM
MYC,MYOM2,0,SKCM
MYC,PPP4R1L,0,SKCM
MYC,PRRG2,0,SKCM
MYC,SRSF3,0,SKCM
ACTN4,MYC,0,SKCM
MYC,NFIA,0,SKCM
GMPS,MYC,0,SKCM
INSRR,MYC,0,SKCM
MYC,REM2,0,SKCM
MYC,OR4F15,0,SKCM
CCR6,MYC,0,SKCM
DCLK2,MYC,0,SKCM
MYC,SHKBP1,0,SKCM
MYC,RNF122,0,SKCM
MYC,OR2M4,0,SKCM
CAPN7,MYC,0,SKCM
DIS3L2,MYC,0,SKCM
GPR142,MYC,0,SKCM
FANCF,MYC,0,SKCM
MYC,NDUFA5,0,SKCM
CENPA,MYC,0,SKCM
ARGFX,MYC,0,SKCM
MYC,OR4A5,0,SKCM
MAF1,MYC,0,SKCM
BLID,MYC,0,SKCM
MYC,NUBPL,0,SKCM
MYC,NFYC,0,SKCM
DIAPH1,MYC,0,SKCM
MYC,WASF3,0,SKCM
LTBP1,MYC,0,SKCM
MX1,MYC,0,SKCM
MYC,XAB2,0,SKCM
C1orf186,MYC,0,SKCM
MYC,P2RY12,0,SKCM
ARG1,MYC,0,SKCM
MYC,RFWD3,0,SKCM
CCND3,MYC,0,SKCM
MYC,TARDBP,0,SKCM
BUB1,MYC,0,SKCM
DKC1,MYC,0,SKCM
MYC,TP53I3,0,SKCM
MYC,PBXIP1,0,SKCM
IL6,MYC,0,SKCM
MYC,RPS16,0,SKCM
C19orf47,MYC,0,SKCM
MYC,NRXN1,0,SKCM
MTMR12,MYC,0,SKCM
MNS1,MYC,0,SKCM
COX8C,MYC,0,SKCM
MYC,SLC11A2,0,SKCM
ERCC6,MYC,0,SKCM
BRI3,MYC,0,SKCM
CCL19,MYC,0,SKCM
MYC,XPO4,0,SKCM
MYC,OSBPL2,0,SKCM
MYC,RBM38,0,SKCM
MYC,PLA2G16,0,SKCM
IPO8,MYC,0,SKCM
ATP5J,MYC,0,SKCM
MYC,RPL23A,0,SKCM
MYC,RAB26,0,SKCM
ADIG,MYC,0,SKCM
MYBPH,MYC,0,SKCM
C16orf46,MYC,0,SKCM
MYC,ULK3,0,SKCM
MYC,NCF2,0,SKCM
ADCY7,MYC,0,SKCM
MYC,SPOCK2,0,SKCM
LTC4S,MYC,0,SKCM
ASB12,MYC,0,SKCM
LINC00704,MYC,0,SKCM
CUEDC2,MYC,0,SKCM
MYC,SLC15A1,0,SKCM
MYC,SLC7A1,0,SKCM
MYC,NUDT16,0,SKCM
ARID2,MYC,0,SKCM
MYC,RGS10,0,SKCM
HOXC6,MYC,0,SKCM
LRRTM2,MYC,0,SKCM
CARTPT,MYC,0,SKCM
MYC,RNF181,0,SKCM
MYC,RSAD2,0,SKCM
MYC,RUNX1T1,0,SKCM
CAPZA3,MYC,0,SKCM
LYPLA2,MYC,0,SKCM
MYC,PXN,0,SKCM
DMGDH,MYC,0,SKCM
MYC,ZCCHC9,0,SKCM
CLIC2,MYC,0,SKCM
LRRC30,MYC,0,SKCM
MYC,RAVER1,0,SKCM
C9,MYC,0,SKCM
MYC,UQCR10,0,SKCM
MYC,PRAMEF22,0,SKCM
MYC,PHF1,0,SKCM
MYC,TRIM26,0,SKCM
MYC,TMEM158,0,SKCM
MYC,SEC31A,0,SKCM
MYC,TMEM26,0,SKCM
CDC25C,MYC,0,SKCM
DRAXIN,MYC,0,SKCM
C15orf29,MYC,0,SKCM
LINC00964,MYC,0,SKCM
MYC,NIPAL1,0,SKCM
DNAH8,MYC,0,SKCM
DMTF1,MYC,0,SKCM
MYC,RHCG,0,SKCM
MYC,SPINT3,0,SKCM
ESCO2,MYC,0,SKCM
MYC,RAD17,0,SKCM
GNG12,MYC,0,SKCM
BNC2,MYC,0,SKCM
EMP2,MYC,0,SKCM
KIAA1377,MYC,0,SKCM
CT47A6,MYC,0,SKCM
MYC,RBM42,0,SKCM
MYC,OSGIN1,0,SKCM
AP3M1,MYC,0,SKCM
MYC,NUP88,0,SKCM
CLPB,MYC,0,SKCM
CPLX1,MYC,0,SKCM
CNN2,MYC,0,SKCM
LZTR1,MYC,0,SKCM
MYC,ZXDB,0,SKCM
MYC,NOP16,0,SKCM
DHCR7,MYC,0,SKCM
MYC,OAZ1,0,SKCM
LSG1,MYC,0,SKCM
CX3CL1,MYC,0,SKCM
MYC,RPL7L1,0,SKCM
MYC,NCEH1,0,SKCM
MAP4K2,MYC,0,SKCM
COL6A4P2,MYC,0,SKCM
MYC,PCGF2,0,SKCM
HIGD1A,MYC,0,SKCM
CCL13,MYC,0,SKCM
MRFAP1L1,MYC,0,SKCM
CRELD2,MYC,0,SKCM
C5AR1,MYC,0,SKCM
MYC,PDXK,0,SKCM
MORN4,MYC,0,SKCM
GRTP1,MYC,0,SKCM
MYC,SOX30,0,SKCM
MYC,NELF,0,SKCM
FPGT,MYC,0,SKCM
AKAP9,MYC,0,SKCM
MYC,TMEM184B,0,SKCM
MYC,TBXA2R,0,SKCM
GSR,MYC,0,SKCM
MYC,PITRM1,0,SKCM
MYC,ZNF480,0,SKCM
CREB3L2,MYC,0,SKCM
MYC,TMED1,0,SKCM
ANKRD53,MYC,0,SKCM
ATP2C1,MYC,0,SKCM
AP1AR,MYC,0,SKCM
MYC,ZNF883,0,SKCM
MYC,ZBTB48,0,SKCM
HBA1,MYC,0,SKCM
MYC,OAZ2,0,SKCM
HSD17B13,MYC,0,SKCM
LAMB1,MYC,0,SKCM
APBB3,MYC,0,SKCM
C17orf58,MYC,0,SKCM
MYC,PRR21,0,SKCM
MYC,USP24,0,SKCM
MYC,PES1,1,SKCM
C1orf144,MYC,0,SKCM
MYC,XKR5,0,SKCM
KIF22,MYC,0,SKCM
FBXO11,MYC,0,SKCM
MYC,ZNF646,0,SKCM
BAI1,MYC,0,SKCM
FGF9,MYC,0,SKCM
EML3,MYC,0,SKCM
ALOX5AP,MYC,0,SKCM
ADRBK2,MYC,1,SKCM
MYC,OVGP1,0,SKCM
MYC,ZNF689,0,SKCM
MXRA5,MYC,0,SKCM
MYC,SPIB,0,SKCM
CABLES1,MYC,0,SKCM
FAM163A,MYC,0,SKCM
MAST4,MYC,0,SKCM
CNTN5,MYC,0,SKCM
DLGAP5,MYC,0,SKCM
DEFB123,MYC,0,SKCM
FAM150B,MYC,0,SKCM
LY6E,MYC,0,SKCM
MED22,MYC,0,SKCM
CLDN6,MYC,0,SKCM
MYC,PMEPA1,0,SKCM
MYC,ZIC3,0,SKCM
MYC,TEDDM1,0,SKCM
MYC,PLCH2,0,SKCM
MYC,ZNF347,0,SKCM
CPEB3,MYC,0,SKCM
ACOT13,MYC,0,SKCM
MYC,SMN2,0,SKCM
A1CF,MYC,0,SKCM
ABHD10,MYC,0,SKCM
MYC,PIR,0,SKCM
CCR1,MYC,0,SKCM
ALOX12B,MYC,0,SKCM
BHLHE40,MYC,0,SKCM
MTMR15,MYC,0,SKCM
MC1R,MYC,0,SKCM
DHPS,MYC,0,SKCM
MLH1,MYC,0,SKCM
MYC,RPL28,0,SKCM
LINC00284,MYC,0,SKCM
MYC,USP45,0,SKCM
EML2,MYC,0,SKCM
LRRC16B,MYC,0,SKCM
MYC,OR9K2,0,SKCM
C15orf54,MYC,0,SKCM
FAM58A,MYC,0,SKCM
MYC,OLR1,0,SKCM
MYC,SLC1A2,0,SKCM
MYC,PAQR7,0,SKCM
MYC,SEMA3A,0,SKCM
ATP6V1G2,MYC,0,SKCM
MYC,PNPLA2,0,SKCM
HMGA1,MYC,0,SKCM
CDADC1,MYC,0,SKCM
MYC,RCVRN,0,SKCM
HSD17B2,MYC,0,SKCM
CIC,MYC,0,SKCM
MYC,TMEM14B,0,SKCM
DOK1,MYC,0,SKCM
KIAA0355,MYC,0,SKCM
C1QL1,MYC,0,SKCM
INE1,MYC,0,SKCM
MYC,SLMO1,0,SKCM
IL33,MYC,0,SKCM
MYC,PTH,0,SKCM
FNBP1,MYC,0,SKCM
MYC,OR5H15,0,SKCM
MYC,PIK3IP1,0,SKCM
ATG9A,MYC,0,SKCM
MYC,TNFRSF12A,0,SKCM
GRK5,MYC,0,SKCM
MYC,TXNL4B,0,SKCM
MYC,NIT1,0,SKCM
MYC,VWA5B2,0,SKCM
KDM6A,MYC,0,SKCM
MYC,MYH16,0,SKCM
KLK6,MYC,0,SKCM
MYC,RBM19,0,SKCM
MYC,TPRXL,0,SKCM
MYC,OPHN1,0,SKCM
MYC,ZNF648,0,SKCM
MYC,NUP153,0,SKCM
HNF4A,MYC,0,SKCM
ELAVL2,MYC,0,SKCM
MYC,NALCN,0,SKCM
MYC,TMEM154,0,SKCM
C1RL,MYC,0,SKCM
MYC,RNASE11,0,SKCM
MYC,SARS,0,SKCM
MYC,SALL1,0,SKCM
FAM65C,MYC,0,SKCM
MOG,MYC,0,SKCM
MYC,XCR1,0,SKCM
MYC,TEX11,0,SKCM
HSPB11,MYC,0,SKCM
CD40LG,MYC,0,SKCM
KCNH8,MYC,0,SKCM
MYC,OR56B1,0,SKCM
MYC,TNIP2,0,SKCM
GSTA1,MYC,0,SKCM
MYC,ZBTB38,0,SKCM
EMILIN1,MYC,0,SKCM
MYC,SERPINI1,0,SKCM
MYC,ULK1,0,SKCM
MYC,NUDT11,0,SKCM
IL25,MYC,0,SKCM
MYC,PCOLCE2,0,SKCM
IER3IP1,MYC,0,SKCM
H2AFV,MYC,0,SKCM
MYC,PTGIR,0,SKCM
MYC,PDE7A,0,SKCM
FAM182A,MYC,0,SKCM
MYC,ZNF253,0,SKCM
ARL10,MYC,0,SKCM
IRF7,MYC,0,SKCM
MYC,SLC25A27,0,SKCM
MYC,ZPBP2,0,SKCM
MYC,ZNF488,0,SKCM
C11orf21,MYC,0,SKCM
HTR2C,MYC,0,SKCM
MYC,POLR3G,0,SKCM
CWC15,MYC,0,SKCM
GPR152,MYC,0,SKCM
MYC,RAB27B,0,SKCM
KIF12,MYC,0,SKCM
LRRC46,MYC,0,SKCM
FUCA1,MYC,0,SKCM
CARD18,MYC,0,SKCM
MYC,RNF160,0,SKCM
HIRIP3,MYC,0,SKCM
CIDEC,MYC,0,SKCM
LRRC50,MYC,0,SKCM
HOMER2,MYC,0,SKCM
GABPB2,MYC,0,SKCM
MYC,NCKAP5,0,SKCM
MYC,SPRR1A,0,SKCM
BTF3,MYC,0,SKCM
MYC,OR52I1,0,SKCM
MYC,TAZ,0,SKCM
C7,MYC,0,SKCM
HDAC6,MYC,0,SKCM
C11orf51,MYC,0,SKCM
C18orf20,MYC,0,SKCM
MYC,XRCC6,0,SKCM
MYC,SNX13,0,SKCM
MLLT11,MYC,0,SKCM
MYC,SLC4A11,0,SKCM
GNL3L,MYC,0,SKCM
MYC,TRIM39,0,SKCM
MYC,NSMCE2,0,SKCM
MYC,RNASE2,0,SKCM
FAM47E,MYC,0,SKCM
MYC,RBM24,0,SKCM
MYC,SUCLA2,0,SKCM
GLRA4,MYC,0,SKCM
MYC,USP40,0,SKCM
GART,MYC,0,SKCM
BHMT2,MYC,0,SKCM
MYC,SYNGAP1,0,SKCM
MMS19,MYC,0,SKCM
MYC,SNF8,0,SKCM
A1BG,MYC,0,SKCM
DGKK,MYC,0,SKCM
EAPP,MYC,0,SKCM
CEL,MYC,0,SKCM
C10orf137,MYC,0,SKCM
MYC,OAZ3,0,SKCM
MYC,ZNF511,0,SKCM
MYC,UACA,0,SKCM
MYC,SSBP4,0,SKCM
MYC,STAT3,0,SKCM
MYC,NPAT,0,SKCM
MYC,ZNF479,0,SKCM
MYC,NCAM1,0,SKCM
C1QTNF7,MYC,0,SKCM
KCNH2,MYC,0,SKCM
GJA9,MYC,0,SKCM
GCH1,MYC,0,SKCM
FMR1,MYC,0,SKCM
MYC,NRG4,0,SKCM
MESDC2,MYC,0,SKCM
MYC,RAPSN,0,SKCM
MYC,PAPOLB,0,SKCM
MYC,TXNL4A,0,SKCM
MYC,ZNF146,0,SKCM
LMAN1L,MYC,0,SKCM
MYC,WDR1,0,SKCM
MTNR1A,MYC,0,SKCM
MYC,NAA20,0,SKCM
MYC,PDE4C,0,SKCM
ACTL8,MYC,0,SKCM
MAGOHB,MYC,0,SKCM
MYC,ZNRF4,0,SKCM
CCDC110,MYC,0,SKCM
MYC,PHKG1,0,SKCM
MYC,YKT6,0,SKCM
MYC,RGSL1,0,SKCM
CALCR,MYC,0,SKCM
MYC,ZMYM3,0,SKCM
KRT18,MYC,0,SKCM
MYC,SLC6A19,0,SKCM
BPIL2,MYC,0,SKCM
ATP6V1G3,MYC,0,SKCM
CD8B,MYC,0,SKCM
LINC00028,MYC,0,SKCM
MYC,ZNF462,0,SKCM
MYC,TRMT61B,0,SKCM
HPCAL1,MYC,0,SKCM
GPR116,MYC,0,SKCM
MYC,OR4D2,0,SKCM
MS4A5,MYC,0,SKCM
BATF3,MYC,0,SKCM
C6orf163,MYC,0,SKCM
MYC,PKD2,0,SKCM
GAGE2E,MYC,0,SKCM
MYC,UBE2J1,0,SKCM
ADAMTS16,MYC,0,SKCM
C15orf24,MYC,0,SKCM
MYC,SIX4,0,SKCM
MYC,SLC2A6,0,SKCM
FADD,MYC,0,SKCM
MYC,PTGR2,0,SKCM
MYC,RTL1,0,SKCM
BTBD12,MYC,0,SKCM
CCDC79,MYC,0,SKCM
MYC,PGA5,0,SKCM
ANKRD57,MYC,0,SKCM
MYC,ZNF493,0,SKCM
MYC,OR5AC2,0,SKCM
C1orf135,MYC,0,SKCM
MYC,WNK1,1,SKCM
HDC,MYC,0,SKCM
MYC,PVRL1,0,SKCM
MYC,PTTG1IP,0,SKCM
AMZ2,MYC,0,SKCM
MYC,STAC2,0,SKCM
